date,open,high,low,close,volume
2013-02-28,25.19757144017,25.333728530019002,25.027375077859002,25.027375077859002,3509600.0
2013-03-01,24.933767078587998,25.231610712631998,24.593374353965,25.163532167708002,4018600.0
2013-03-04,25.163532167708002,25.554983801023997,25.12098307713,25.486905256099,2915000.0
2013-03-05,25.572003437255002,25.997494343033,25.495415074215003,25.852827435068,3573200.0
2013-03-06,25.988984524917,26.099612160419003,25.716670345219,25.750709617682,3360700.0
2013-03-07,25.750709617682,25.810278344489998,25.529454346677,25.682631072757,2992400.0
2013-03-08,25.767729253913004,25.912396161877,25.435846347406002,25.73368998145,3458800.0
2013-03-11,25.708160527104003,25.971964888686,25.627317255005998,25.963455070570003,3019800.0
2013-03-12,25.878356889415002,25.954945252455,25.678376163699003,25.699650708988,2741600.0
2013-03-13,25.699650708988,25.861337253184,25.499669983273,25.818788162606,2402100.0
2013-03-14,25.844317616953003,26.227259432153,25.818788162606,26.227259432153,4023900.0
2013-03-15,26.125141614766,26.210239795921996,25.861337253184,25.997494343033,5384600.0
2013-03-18,25.716670345219,25.861337253184,25.537964164793,25.699650708988,3971000.0
2013-03-19,26.048553251726,26.269808522730997,25.937925616224,26.142161250997,4696900.0
2013-03-20,26.286828158962003,26.75061324626,26.201729977806,26.720828882855,5046600.0
2013-03-21,26.508083429966,26.593181611122,26.159180887227997,26.167690705344,3251700.0
2013-03-22,26.261298704615,26.448514703157002,26.040043433611,26.388945976348,2384500.0
2013-03-25,26.550632520544,26.720828882855,26.108121978535,26.252788886499,2969800.0
2013-03-26,26.431495066925997,26.593181611122,26.32937724954,26.371926340117003,2141200.0
2013-03-27,26.252788886499,26.415326412507,26.057063069842,26.388945976348,1823300.0
2013-03-28,26.414475430695,26.737848519085997,26.303847795193,26.703809246623997,3860600.0
2013-04-01,26.686789610393,26.814436882126003,26.333632158597002,26.661260156045998,3136300.0
2013-04-02,26.729338700971,26.984633244438,26.686789610393,26.891025245166002,3635500.0
2013-04-03,26.950593971975003,26.950593971975003,25.605957611536002,25.801768526375,7263100.0
2013-04-04,25.886866707529997,26.584671793006,25.869847071299,26.567652156774997,3703500.0
2013-04-05,26.048553251726,26.550632520544,25.801768526375,26.516593248082,3691600.0
2013-04-08,26.499573611851,26.78890742778,26.244279068384,26.78890742778,2559400.0
2013-04-09,26.805927064011,26.839966336472997,26.478299066562,26.610201247353,2641500.0
2013-04-10,26.627220883584,26.94208415386,26.525103066197,26.916554699513,2913400.0
2013-04-11,26.908044881398002,27.114833461606,26.805927064011,26.984633244438,3250800.0
2013-04-12,26.925064517629,27.205888515442,26.908044881398002,27.044201971246,3238600.0
2013-04-15,26.891025245166002,27.0186725169,25.886866707529997,25.886866707529997,5789900.0
2013-04-16,26.227259432153,26.508083429966,25.920905979993,26.040043433611,5917500.0
2013-04-17,25.878356889415002,25.920905979993,24.878453260837002,25.308199075672,8315500.0
2013-04-18,25.410316893059,25.42733652929,24.601884172080997,24.925257260472,6632600.0
