date,open,high,low,close,volume
2013-02-28,59.338737051464,60.001105348961,59.338737051464,59.660458795962,670900.0
2013-03-01,59.518522732213,60.871646539956,59.348199455713996,60.843259327207,671500.0
2013-03-04,60.701323263457006,61.354229156703994,60.672936050706994,61.278529922705005,616600.0
2013-03-05,61.505627624702996,62.17745832645001,60.900033752706,61.070357029206,1168700.0
2013-03-06,61.155518667455,61.836811773452,60.417451135959,60.464763157208004,903900.0
2013-03-07,60.625624029457995,60.918958561206,60.218740646709996,60.445838348709,914400.0
2013-03-08,60.805409710207,61.032507412206,60.15250381696,60.881108944206,942300.0
2013-03-11,60.805409710207,61.16971227383,60.777022497457,60.862184135707,414400.0
2013-03-12,60.814872114456996,61.146056263205004,60.549924795458004,60.758097688957,447300.0
2013-03-13,60.795947305957,61.259605114205,60.729710476206996,60.881108944206,735700.0
2013-03-14,61.079819433455,61.39207877370401,60.928420965456,61.051432220706,540000.0
2013-03-15,60.786484901707,61.34476675245401,60.521537582708,60.843259327207,680800.0
2013-03-18,60.04841737021,61.505627624702996,60.04841737021,61.496165220452994,697600.0
2013-03-19,61.534014837453,61.808424560702,61.136593858955,61.496165220452994,867300.0
2013-03-20,61.685413305453,62.27208236895,61.467778007704,61.865198986202,594600.0
2013-03-21,61.496165220452994,62.044984666950995,60.833796922957,61.051432220706,498800.0
2013-03-22,61.202830688705,61.515090028953,61.051432220706,61.325841943954,396000.0
2013-03-25,61.590789262952995,61.600251667203,60.303902284959,60.549924795458004,593700.0
2013-03-26,60.814872114456996,61.202830688705,60.493244994000996,60.682398454956996,506900.0
2013-03-27,60.474225561458,60.739172880457,60.086266987209996,60.530999986958,675100.0
2013-03-28,60.559387199708006,60.937883369706,60.398526327459,60.881108944206,586300.0
2013-04-01,60.956808178205996,61.287992326954004,60.11465419995999,60.370139114709,496700.0
2013-04-02,60.65401124220801,60.968163063306,60.398526327459,60.530999986958,531800.0
2013-04-03,60.71078566770701,61.39207877370401,60.370139114709,60.720248071956995,565700.0
2013-04-04,60.805409710207,61.798962156452,60.71078566770701,61.761112539452,639200.0
2013-04-05,61.325841943954,62.839826623947,60.729710476206996,62.404556028449,850700.0
2013-04-08,62.71681536869799,63.644130985193,62.508642475199004,63.294022027945005,896000.0
2013-04-09,63.398108474694006,63.445420495944006,62.593804113448,62.726277772947995,626300.0
2013-04-10,62.735740177197,63.757679836193,62.650578538948004,63.644130985193,602500.0
2013-04-11,63.757679836193,64.845856324937,63.672518197943,64.609296218688,817900.0
2013-04-12,64.58090900593899,65.281126920435,64.23080004869,64.438972942189,949200.0
2013-04-15,64.34434889969,64.448435346439,62.735740177197,62.735740177197,545200.0
2013-04-16,63.189935581195,64.16446859489801,63.189935581195,63.928003112692004,491200.0
2013-04-17,63.237247602445,64.04155196369099,62.943913070696,63.767142240443,722900.0
